GEO_ID,Name,Median_Household_Income,Margin_Of_Error
1500000US060855010003,Block Group 3; Census Tract 5010; Santa Clara County; California,32344,7603
1500000US060855010004,Block Group 4; Census Tract 5010; Santa Clara County; California,63032,19898
1500000US060855010005,Block Group 5; Census Tract 5010; Santa Clara County; California,177857,148147
1500000US060855011011,Block Group 1; Census Tract 5011.01; Santa Clara County; California,73140,65920
1500000US060855011012,Block Group 2; Census Tract 5011.01; Santa Clara County; California,118056,27307
1500000US060855011021,Block Group 1; Census Tract 5011.02; Santa Clara County; California,194861,49531
1500000US060855011022,Block Group 2; Census Tract 5011.02; Santa Clara County; California,95750,42709
1500000US060855011023,Block Group 3; Census Tract 5011.02; Santa Clara County; California,129167,45225
1500000US060855012001,Block Group 1; Census Tract 5012; Santa Clara County; California,75545,41269
1500000US060855012002,Block Group 2; Census Tract 5012; Santa Clara County; California,133785,31803
1500000US060855012003,Block Group 3; Census Tract 5012; Santa Clara County; California,106087,30759
1500000US060855012004,Block Group 4; Census Tract 5012; Santa Clara County; California,140125,63492
1500000US060855013001,Block Group 1; Census Tract 5013; Santa Clara County; California,91458,40288
1500000US060855013002,Block Group 2; Census Tract 5013; Santa Clara County; California,-,**
1500000US060855013003,Block Group 3; Census Tract 5013; Santa Clara County; California,242260,45496
1500000US060855014011,Block Group 1; Census Tract 5014.01; Santa Clara County; California,66538,15161
1500000US060855014012,Block Group 2; Census Tract 5014.01; Santa Clara County; California,100625,50717
1500000US060855014021,Block Group 1; Census Tract 5014.02; Santa Clara County; California,88859,41536
1500000US060855014022,Block Group 2; Census Tract 5014.02; Santa Clara County; California,110345,34928
1500000US060855015011,Block Group 1; Census Tract 5015.01; Santa Clara County; California,79872,49471
1500000US060855015012,Block Group 2; Census Tract 5015.01; Santa Clara County; California,66829,17499
1500000US060855015021,Block Group 1; Census Tract 5015.02; Santa Clara County; California,77115,63716
1500000US060855015022,Block Group 2; Census Tract 5015.02; Santa Clara County; California,52180,17233
1500000US060855015023,Block Group 3; Census Tract 5015.02; Santa Clara County; California,230125,51082
1500000US060855016011,Block Group 1; Census Tract 5016.01; Santa Clara County; California,119515,44168
1500000US060855016012,Block Group 2; Census Tract 5016.01; Santa Clara County; California,120570,43580
1500000US060855016021,Block Group 1; Census Tract 5016.02; Santa Clara County; California,40795,38641
1500000US060855016022,Block Group 2; Census Tract 5016.02; Santa Clara County; California,81506,53223
1500000US060855016023,Block Group 3; Census Tract 5016.02; Santa Clara County; California,53333,34235
1500000US060855017001,Block Group 1; Census Tract 5017; Santa Clara County; California,139464,26378
1500000US060855017002,Block Group 2; Census Tract 5017; Santa Clara County; California,91413,38073
1500000US060855017003,Block Group 3; Census Tract 5017; Santa Clara County; California,70278,25439
1500000US060855017004,Block Group 4; Census Tract 5017; Santa Clara County; California,149087,62211
1500000US060855018001,Block Group 1; Census Tract 5018; Santa Clara County; California,-,**
1500000US060855018002,Block Group 2; Census Tract 5018; Santa Clara County; California,114605,51148
1500000US060855018003,Block Group 3; Census Tract 5018; Santa Clara County; California,151346,108977
1500000US060855018004,Block Group 4; Census Tract 5018; Santa Clara County; California,209688,79004
1500000US060855019011,Block Group 1; Census Tract 5019.01; Santa Clara County; California,145862,37996
1500000US060855019021,Block Group 1; Census Tract 5019.02; Santa Clara County; California,149737,40150
1500000US060855019022,Block Group 2; Census Tract 5019.02; Santa Clara County; California,99688,27066
1500000US060855020011,Block Group 1; Census Tract 5020.01; Santa Clara County; California,107750,105317
1500000US060855020012,Block Group 2; Census Tract 5020.01; Santa Clara County; California,91786,21304
1500000US060855020013,Block Group 3; Census Tract 5020.01; Santa Clara County; California,145125,51619
1500000US060855020014,Block Group 4; Census Tract 5020.01; Santa Clara County; California,175292,65398
1500000US060855020021,Block Group 1; Census Tract 5020.02; Santa Clara County; California,95491,45539
1500000US060855020022,Block Group 2; Census Tract 5020.02; Santa Clara County; California,114152,33337
1500000US060855020023,Block Group 3; Census Tract 5020.02; Santa Clara County; California,127762,41907
1500000US060855021011,Block Group 1; Census Tract 5021.01; Santa Clara County; California,179663,49944
1500000US060855021012,Block Group 2; Census Tract 5021.01; Santa Clara County; California,131875,38139
1500000US060855021013,Block Group 3; Census Tract 5021.01; Santa Clara County; California,88144,45535
1500000US060855021031,Block Group 1; Census Tract 5021.03; Santa Clara County; California,49719,31710
1500000US060855021032,Block Group 2; Census Tract 5021.03; Santa Clara County; California,94766,19351
1500000US060855021041,Block Group 1; Census Tract 5021.04; Santa Clara County; California,132384,68652
1500000US060855021042,Block Group 2; Census Tract 5021.04; Santa Clara County; California,97663,48150
1500000US060855022021,Block Group 1; Census Tract 5022.02; Santa Clara County; California,104323,22171
1500000US060855022022,Block Group 2; Census Tract 5022.02; Santa Clara County; California,165273,84401
1500000US060855022023,Block Group 3; Census Tract 5022.02; Santa Clara County; California,78750,53169
1500000US060855022031,Block Group 1; Census Tract 5022.03; Santa Clara County; California,94949,13807
1500000US060855022032,Block Group 2; Census Tract 5022.03; Santa Clara County; California,166131,85343
1500000US060855022041,Block Group 1; Census Tract 5022.04; Santa Clara County; California,72208,10984
1500000US060855022042,Block Group 2; Census Tract 5022.04; Santa Clara County; California,33278,11984
1500000US060855023011,Block Group 1; Census Tract 5023.01; Santa Clara County; California,160114,61446
1500000US060855023012,Block Group 2; Census Tract 5023.01; Santa Clara County; California,213355,66587
1500000US060855023021,Block Group 1; Census Tract 5023.02; Santa Clara County; California,146250,66803
1500000US060855023022,Block Group 2; Census Tract 5023.02; Santa Clara County; California,122083,10863
1500000US060855024001,Block Group 1; Census Tract 5024; Santa Clara County; California,"250,000+",***
1500000US060855024002,Block Group 2; Census Tract 5024; Santa Clara County; California,"250,000+",***
1500000US060855024003,Block Group 3; Census Tract 5024; Santa Clara County; California,-,**
1500000US060855024004,Block Group 4; Census Tract 5024; Santa Clara County; California,"250,000+",***
1500000US060855024005,Block Group 5; Census Tract 5024; Santa Clara County; California,166429,76839
1500000US060855024006,Block Group 6; Census Tract 5024; Santa Clara County; California,197837,85844
1500000US060855024007,Block Group 7; Census Tract 5024; Santa Clara County; California,"250,000+",***
1500000US060855025001,Block Group 1; Census Tract 5025; Santa Clara County; California,"250,000+",***
1500000US060855025002,Block Group 2; Census Tract 5025; Santa Clara County; California,222108,68417
1500000US060855025003,Block Group 3; Census Tract 5025; Santa Clara County; California,189766,82223
1500000US060855025004,Block Group 4; Census Tract 5025; Santa Clara County; California,"250,000+",***
1500000US060855025005,Block Group 5; Census Tract 5025; Santa Clara County; California,161186,44965
1500000US060855025006,Block Group 6; Census Tract 5025; Santa Clara County; California,"250,000+",***
1500000US060855026011,Block Group 1; Census Tract 5026.01; Santa Clara County; California,"250,000+",***
1500000US060855026012,Block Group 2; Census Tract 5026.01; Santa Clara County; California,-,**
1500000US060855026013,Block Group 3; Census Tract 5026.01; Santa Clara County; California,123655,15200
1500000US060855026031,Block Group 1; Census Tract 5026.03; Santa Clara County; California,146875,67147
1500000US060855026032,Block Group 2; Census Tract 5026.03; Santa Clara County; California,197750,133263
1500000US060855026033,Block Group 3; Census Tract 5026.03; Santa Clara County; California,"250,000+",***
1500000US060855026041,Block Group 1; Census Tract 5026.04; Santa Clara County; California,107171,80998
1500000US060855026042,Block Group 2; Census Tract 5026.04; Santa Clara County; California,201844,91023
1500000US060855026043,Block Group 3; Census Tract 5026.04; Santa Clara County; California,114233,17504
1500000US060855027011,Block Group 1; Census Tract 5027.01; Santa Clara County; California,116019,44344
1500000US060855027012,Block Group 2; Census Tract 5027.01; Santa Clara County; California,145625,62462
1500000US060855027013,Block Group 3; Census Tract 5027.01; Santa Clara County; California,157563,60465
1500000US060855027031,Block Group 1; Census Tract 5027.03; Santa Clara County; California,238008,41674
1500000US060855027032,Block Group 2; Census Tract 5027.03; Santa Clara County; California,126000,28692
1500000US060855027033,Block Group 3; Census Tract 5027.03; Santa Clara County; California,185323,89368
1500000US060855027041,Block Group 1; Census Tract 5027.04; Santa Clara County; California,114125,70410
1500000US060855027042,Block Group 2; Census Tract 5027.04; Santa Clara County; California,206191,52456
1500000US060855027043,Block Group 3; Census Tract 5027.04; Santa Clara County; California,"250,000+",***
1500000US060855028001,Block Group 1; Census Tract 5028; Santa Clara County; California,"250,000+",***
1500000US060855028002,Block Group 2; Census Tract 5028; Santa Clara County; California,136490,60974
1500000US060855028003,Block Group 3; Census Tract 5028; Santa Clara County; California,172692,81969
1500000US060855029011,Block Group 1; Census Tract 5029.01; Santa Clara County; California,188423,62885
1500000US060855029012,Block Group 2; Census Tract 5029.01; Santa Clara County; California,188352,32228
1500000US060855029013,Block Group 3; Census Tract 5029.01; Santa Clara County; California,223214,54022
1500000US060855029014,Block Group 4; Census Tract 5029.01; Santa Clara County; California,83385,36274
1500000US060855029021,Block Group 1; Census Tract 5029.02; Santa Clara County; California,198229,64165
1500000US060855029022,Block Group 2; Census Tract 5029.02; Santa Clara County; California,185179,96661
1500000US060855029023,Block Group 3; Census Tract 5029.02; Santa Clara County; California,169722,99164
1500000US060855029031,Block Group 1; Census Tract 5029.03; Santa Clara County; California,246528,57087
1500000US060855029032,Block Group 2; Census Tract 5029.03; Santa Clara County; California,238424,56946
1500000US060855029033,Block Group 3; Census Tract 5029.03; Santa Clara County; California,183875,96710
1500000US060855029061,Block Group 1; Census Tract 5029.06; Santa Clara County; California,108563,15145
1500000US060855029062,Block Group 2; Census Tract 5029.06; Santa Clara County; California,185139,39255
1500000US060855029063,Block Group 3; Census Tract 5029.06; Santa Clara County; California,155714,91967
1500000US060855029071,Block Group 1; Census Tract 5029.07; Santa Clara County; California,199375,39442
1500000US060855029072,Block Group 2; Census Tract 5029.07; Santa Clara County; California,218056,100231
1500000US060855029081,Block Group 1; Census Tract 5029.08; Santa Clara County; California,121469,53582
1500000US060855029082,Block Group 2; Census Tract 5029.08; Santa Clara County; California,218810,111133
1500000US060855029083,Block Group 3; Census Tract 5029.08; Santa Clara County; California,183424,92745
1500000US060855029091,Block Group 1; Census Tract 5029.09; Santa Clara County; California,141172,12360
1500000US060855029092,Block Group 2; Census Tract 5029.09; Santa Clara County; California,143304,55894
1500000US060855029093,Block Group 3; Census Tract 5029.09; Santa Clara County; California,98667,64349
1500000US060855029094,Block Group 4; Census Tract 5029.09; Santa Clara County; California,88511,10964
1500000US060855029101,Block Group 1; Census Tract 5029.10; Santa Clara County; California,158971,60727
1500000US060855029102,Block Group 2; Census Tract 5029.10; Santa Clara County; California,196250,157749
1500000US060855029103,Block Group 3; Census Tract 5029.10; Santa Clara County; California,129522,57195
1500000US060855029104,Block Group 4; Census Tract 5029.10; Santa Clara County; California,84858,17784
1500000US060855030011,Block Group 1; Census Tract 5030.01; Santa Clara County; California,190741,124214
1500000US060855030012,Block Group 2; Census Tract 5030.01; Santa Clara County; California,146250,55508
1500000US060855030013,Block Group 3; Census Tract 5030.01; Santa Clara County; California,166979,42021
1500000US060855030021,Block Group 1; Census Tract 5030.02; Santa Clara County; California,119678,19462
1500000US060855030022,Block Group 2; Census Tract 5030.02; Santa Clara County; California,136182,31038
1500000US060855030031,Block Group 1; Census Tract 5030.03; Santa Clara County; California,187969,33892
1500000US060855030032,Block Group 2; Census Tract 5030.03; Santa Clara County; California,157000,109700
1500000US060855030033,Block Group 3; Census Tract 5030.03; Santa Clara County; California,198304,19916
1500000US060855031051,Block Group 1; Census Tract 5031.05; Santa Clara County; California,60588,23318
1500000US060855031101,Block Group 1; Census Tract 5031.10; Santa Clara County; California,91500,14111
1500000US060855031102,Block Group 2; Census Tract 5031.10; Santa Clara County; California,57467,39853
1500000US060855031103,Block Group 3; Census Tract 5031.10; Santa Clara County; California,61667,36406
1500000US060855031111,Block Group 1; Census Tract 5031.11; Santa Clara County; California,123795,4260
1500000US060855031112,Block Group 2; Census Tract 5031.11; Santa Clara County; California,112875,40476
1500000US060855031113,Block Group 3; Census Tract 5031.11; Santa Clara County; California,140104,11789
1500000US060855031121,Block Group 1; Census Tract 5031.12; Santa Clara County; California,74659,52008
1500000US060855031122,Block Group 2; Census Tract 5031.12; Santa Clara County; California,85233,40788
1500000US060855031123,Block Group 3; Census Tract 5031.12; Santa Clara County; California,72321,38461
1500000US060855031131,Block Group 1; Census Tract 5031.13; Santa Clara County; California,96236,19734
1500000US060855031132,Block Group 2; Census Tract 5031.13; Santa Clara County; California,81432,22954
1500000US060855031161,Block Group 1; Census Tract 5031.16; Santa Clara County; California,138306,41183
1500000US060855031162,Block Group 2; Census Tract 5031.16; Santa Clara County; California,95453,38547
1500000US060855031163,Block Group 3; Census Tract 5031.16; Santa Clara County; California,107540,56419
1500000US060855031171,Block Group 1; Census Tract 5031.17; Santa Clara County; California,91146,46972
1500000US060855031172,Block Group 2; Census Tract 5031.17; Santa Clara County; California,96280,22197
1500000US060855031181,Block Group 1; Census Tract 5031.18; Santa Clara County; California,128393,127230
1500000US060855031182,Block Group 2; Census Tract 5031.18; Santa Clara County; California,108906,71900
1500000US060855031183,Block Group 3; Census Tract 5031.18; Santa Clara County; California,87273,24594
1500000US060855031211,Block Group 1; Census Tract 5031.21; Santa Clara County; California,77813,32715
1500000US060855031212,Block Group 2; Census Tract 5031.21; Santa Clara County; California,72625,41668
1500000US060855031213,Block Group 3; Census Tract 5031.21; Santa Clara County; California,97125,67426
1500000US060855031221,Block Group 1; Census Tract 5031.22; Santa Clara County; California,30625,14564
1500000US060855031222,Block Group 2; Census Tract 5031.22; Santa Clara County; California,92122,14601
1500000US060855031231,Block Group 1; Census Tract 5031.23; Santa Clara County; California,70250,17550
1500000US060855031232,Block Group 2; Census Tract 5031.23; Santa Clara County; California,40399,9657
1500000US060855031241,Block Group 1; Census Tract 5031.24; Santa Clara County; California,122537,102469
1500000US060855031242,Block Group 2; Census Tract 5031.24; Santa Clara County; California,106742,62047
1500000US060855031243,Block Group 3; Census Tract 5031.24; Santa Clara County; California,97542,57290
1500000US060855031251,Block Group 1; Census Tract 5031.25; Santa Clara County; California,147407,83722
1500000US060855031252,Block Group 2; Census Tract 5031.25; Santa Clara County; California,188125,19761
1500000US060855031261,Block Group 1; Census Tract 5031.26; Santa Clara County; California,172500,52697
1500000US060855031271,Block Group 1; Census Tract 5031.27; Santa Clara County; California,178945,84785
1500000US060855031272,Block Group 2; Census Tract 5031.27; Santa Clara County; California,"250,000+",***
1500000US060855032071,Block Group 1; Census Tract 5032.07; Santa Clara County; California,129167,61386
1500000US060855032072,Block Group 2; Census Tract 5032.07; Santa Clara County; California,129038,28853
1500000US060855032081,Block Group 1; Census Tract 5032.08; Santa Clara County; California,122375,34456
1500000US060855032082,Block Group 2; Census Tract 5032.08; Santa Clara County; California,175729,53605
1500000US060855032101,Block Group 1; Census Tract 5032.10; Santa Clara County; California,119375,38070
1500000US060855032102,Block Group 2; Census Tract 5032.10; Santa Clara County; California,128264,40239
1500000US060855032111,Block Group 1; Census Tract 5032.11; Santa Clara County; California,99015,11029
1500000US060855032112,Block Group 2; Census Tract 5032.11; Santa Clara County; California,150884,51677
1500000US060855032121,Block Group 1; Census Tract 5032.12; Santa Clara County; California,99000,66125
1500000US060855032122,Block Group 2; Census Tract 5032.12; Santa Clara County; California,111282,15035
1500000US060855032123,Block Group 3; Census Tract 5032.12; Santa Clara County; California,174250,38649
1500000US060855032131,Block Group 1; Census Tract 5032.13; Santa Clara County; California,57207,27926
1500000US060855032132,Block Group 2; Census Tract 5032.13; Santa Clara County; California,80337,16627
1500000US060855032171,Block Group 1; Census Tract 5032.17; Santa Clara County; California,105653,16811
1500000US060855032172,Block Group 2; Census Tract 5032.17; Santa Clara County; California,-,**
1500000US060855032173,Block Group 3; Census Tract 5032.17; Santa Clara County; California,80208,38562
1500000US060855032181,Block Group 1; Census Tract 5032.18; Santa Clara County; California,105547,27444
1500000US060855032182,Block Group 2; Census Tract 5032.18; Santa Clara County; California,43750,7364
1500000US060855032183,Block Group 3; Census Tract 5032.18; Santa Clara County; California,110333,84779
1500000US060855032191,Block Group 1; Census Tract 5032.19; Santa Clara County; California,-,**
1500000US060855032192,Block Group 2; Census Tract 5032.19; Santa Clara County; California,60022,28535
1500000US060855032201,Block Group 1; Census Tract 5032.20; Santa Clara County; California,153618,85421
1500000US060855032202,Block Group 2; Census Tract 5032.20; Santa Clara County; California,75543,29317
1500000US060855032203,Block Group 3; Census Tract 5032.20; Santa Clara County; California,58641,44291
1500000US060855032211,Block Group 1; Census Tract 5032.21; Santa Clara County; California,35667,15393
1500000US060855032212,Block Group 2; Census Tract 5032.21; Santa Clara County; California,142625,54225
1500000US060855032221,Block Group 1; Census Tract 5032.22; Santa Clara County; California,111023,34034
1500000US060855032222,Block Group 2; Census Tract 5032.22; Santa Clara County; California,84265,60497
1500000US060855033041,Block Group 1; Census Tract 5033.04; Santa Clara County; California,57179,15796
1500000US060855033042,Block Group 2; Census Tract 5033.04; Santa Clara County; California,99536,19499
1500000US060855033043,Block Group 3; Census Tract 5033.04; Santa Clara County; California,168345,26406
1500000US060855033044,Block Group 4; Census Tract 5033.04; Santa Clara County; California,74872,27575
1500000US060855033051,Block Group 1; Census Tract 5033.05; Santa Clara County; California,127727,39693
1500000US060855033052,Block Group 2; Census Tract 5033.05; Santa Clara County; California,96979,16223
1500000US060855033053,Block Group 3; Census Tract 5033.05; Santa Clara County; California,69083,54452
1500000US060855033061,Block Group 1; Census Tract 5033.06; Santa Clara County; California,80375,10790
1500000US060855033062,Block Group 2; Census Tract 5033.06; Santa Clara County; California,148015,16574
1500000US060855033063,Block Group 3; Census Tract 5033.06; Santa Clara County; California,132885,61473
1500000US060855033121,Block Group 1; Census Tract 5033.12; Santa Clara County; California,139531,41600
1500000US060855033122,Block Group 2; Census Tract 5033.12; Santa Clara County; California,184333,46563
1500000US060855033123,Block Group 3; Census Tract 5033.12; Santa Clara County; California,155991,30812
1500000US060855033131,Block Group 1; Census Tract 5033.13; Santa Clara County; California,240833,77185
1500000US060855033132,Block Group 2; Census Tract 5033.13; Santa Clara County; California,212656,81352
1500000US060855033133,Block Group 3; Census Tract 5033.13; Santa Clara County; California,182333,78660
1500000US060855033151,Block Group 1; Census Tract 5033.15; Santa Clara County; California,178365,28957
1500000US060855033152,Block Group 2; Census Tract 5033.15; Santa Clara County; California,-,**
1500000US060855033153,Block Group 3; Census Tract 5033.15; Santa Clara County; California,158669,20916
1500000US060855033154,Block Group 4; Census Tract 5033.15; Santa Clara County; California,152222,12747
1500000US060855033211,Block Group 1; Census Tract 5033.21; Santa Clara County; California,145473,41348
1500000US060855033212,Block Group 2; Census Tract 5033.21; Santa Clara County; California,207212,52405
1500000US060855033221,Block Group 1; Census Tract 5033.22; Santa Clara County; California,119318,28244
1500000US060855033222,Block Group 2; Census Tract 5033.22; Santa Clara County; California,109921,70126
1500000US060855033223,Block Group 3; Census Tract 5033.22; Santa Clara County; California,72118,64017
1500000US060855033231,Block Group 1; Census Tract 5033.23; Santa Clara County; California,167794,16088
1500000US060855033232,Block Group 2; Census Tract 5033.23; Santa Clara County; California,163359,54991
1500000US060855033241,Block Group 1; Census Tract 5033.24; Santa Clara County; California,164063,64514
1500000US060855033242,Block Group 2; Census Tract 5033.24; Santa Clara County; California,165984,32580
1500000US060855033251,Block Group 1; Census Tract 5033.25; Santa Clara County; California,143405,48076
1500000US060855033252,Block Group 2; Census Tract 5033.25; Santa Clara County; California,172841,60036
1500000US060855033261,Block Group 1; Census Tract 5033.26; Santa Clara County; California,148597,16823
1500000US060855033262,Block Group 2; Census Tract 5033.26; Santa Clara County; California,"250,000+",***
1500000US060855033263,Block Group 3; Census Tract 5033.26; Santa Clara County; California,172625,85127
1500000US060855033271,Block Group 1; Census Tract 5033.27; Santa Clara County; California,242361,39785
1500000US060855033272,Block Group 2; Census Tract 5033.27; Santa Clara County; California,205833,84904
1500000US060855033273,Block Group 3; Census Tract 5033.27; Santa Clara County; California,81800,42873
1500000US060855033291,Block Group 1; Census Tract 5033.29; Santa Clara County; California,"250,000+",***
1500000US060855033292,Block Group 2; Census Tract 5033.29; Santa Clara County; California,180781,69700
1500000US060855033301,Block Group 1; Census Tract 5033.30; Santa Clara County; California,"250,000+",***
1500000US060855033302,Block Group 2; Census Tract 5033.30; Santa Clara County; California,"250,000+",***
1500000US060855033303,Block Group 3; Census Tract 5033.30; Santa Clara County; California,"250,000+",***
1500000US060855033304,Block Group 4; Census Tract 5033.30; Santa Clara County; California,"250,000+",***
1500000US060855033311,Block Group 1; Census Tract 5033.31; Santa Clara County; California,98409,30039
1500000US060855033312,Block Group 2; Census Tract 5033.31; Santa Clara County; California,221823,52841
1500000US060855033321,Block Group 1; Census Tract 5033.32; Santa Clara County; California,67394,37462
1500000US060855033322,Block Group 2; Census Tract 5033.32; Santa Clara County; California,114367,34172
1500000US060855033323,Block Group 3; Census Tract 5033.32; Santa Clara County; California,-,**
1500000US060855033324,Block Group 4; Census Tract 5033.32; Santa Clara County; California,166750,88199
1500000US060855033331,Block Group 1; Census Tract 5033.33; Santa Clara County; California,184886,123317
1500000US060855033332,Block Group 2; Census Tract 5033.33; Santa Clara County; California,176964,47544
1500000US060855033361,Block Group 1; Census Tract 5033.36; Santa Clara County; California,163750,65262
1500000US060855033362,Block Group 2; Census Tract 5033.36; Santa Clara County; California,159625,41545
1500000US060855033371,Block Group 1; Census Tract 5033.37; Santa Clara County; California,140132,40056
1500000US060855033372,Block Group 2; Census Tract 5033.37; Santa Clara County; California,198438,73578
1500000US060855033381,Block Group 1; Census Tract 5033.38; Santa Clara County; California,"250,000+",***
1500000US060855033382,Block Group 2; Census Tract 5033.38; Santa Clara County; California,"250,000+",***
1500000US060855033391,Block Group 1; Census Tract 5033.39; Santa Clara County; California,"250,000+",***
1500000US060855033392,Block Group 2; Census Tract 5033.39; Santa Clara County; California,"250,000+",***
1500000US060855034011,Block Group 1; Census Tract 5034.01; Santa Clara County; California,99792,34743
1500000US060855034012,Block Group 2; Census Tract 5034.01; Santa Clara County; California,127625,35690
1500000US060855034013,Block Group 3; Census Tract 5034.01; Santa Clara County; California,85417,30684
1500000US060855034021,Block Group 1; Census Tract 5034.02; Santa Clara County; California,166116,35640
1500000US060855034022,Block Group 2; Census Tract 5034.02; Santa Clara County; California,52917,19074
1500000US060855034023,Block Group 3; Census Tract 5034.02; Santa Clara County; California,-,**
1500000US060855035041,Block Group 1; Census Tract 5035.04; Santa Clara County; California,194741,95807
1500000US060855035042,Block Group 2; Census Tract 5035.04; Santa Clara County; California,116292,9658
1500000US060855035043,Block Group 3; Census Tract 5035.04; Santa Clara County; California,-,**
1500000US060855035044,Block Group 4; Census Tract 5035.04; Santa Clara County; California,151528,54501
1500000US060855035061,Block Group 1; Census Tract 5035.06; Santa Clara County; California,120278,35835
1500000US060855035062,Block Group 2; Census Tract 5035.06; Santa Clara County; California,121653,44310
1500000US060855035063,Block Group 3; Census Tract 5035.06; Santa Clara County; California,86401,10083
1500000US060855035071,Block Group 1; Census Tract 5035.07; Santa Clara County; California,153542,36232
1500000US060855035081,Block Group 1; Census Tract 5035.08; Santa Clara County; California,120304,24884
1500000US060855035082,Block Group 2; Census Tract 5035.08; Santa Clara County; California,117132,32943
1500000US060855035083,Block Group 3; Census Tract 5035.08; Santa Clara County; California,143558,30022
1500000US060855035091,Block Group 1; Census Tract 5035.09; Santa Clara County; California,164375,27343
1500000US060855035092,Block Group 2; Census Tract 5035.09; Santa Clara County; California,148750,74354
1500000US060855035101,Block Group 1; Census Tract 5035.10; Santa Clara County; California,101357,19341
1500000US060855035102,Block Group 2; Census Tract 5035.10; Santa Clara County; California,159615,55469
1500000US060855035103,Block Group 3; Census Tract 5035.10; Santa Clara County; California,115000,34848
1500000US060855035111,Block Group 1; Census Tract 5035.11; Santa Clara County; California,131146,28498
1500000US060855035112,Block Group 2; Census Tract 5035.11; Santa Clara County; California,105882,34171
1500000US060855036011,Block Group 1; Census Tract 5036.01; Santa Clara County; California,119063,39748
1500000US060855036012,Block Group 2; Census Tract 5036.01; Santa Clara County; California,92778,28122
1500000US060855036021,Block Group 1; Census Tract 5036.02; Santa Clara County; California,113281,78653
1500000US060855036022,Block Group 2; Census Tract 5036.02; Santa Clara County; California,75536,23558
1500000US060855036023,Block Group 3; Census Tract 5036.02; Santa Clara County; California,89408,22433
1500000US060855037031,Block Group 1; Census Tract 5037.03; Santa Clara County; California,63417,39400
1500000US060855037032,Block Group 2; Census Tract 5037.03; Santa Clara County; California,105195,34903
1500000US060855037071,Block Group 1; Census Tract 5037.07; Santa Clara County; California,117125,33586
1500000US060855037072,Block Group 2; Census Tract 5037.07; Santa Clara County; California,76250,35026
1500000US060855037073,Block Group 3; Census Tract 5037.07; Santa Clara County; California,71630,17985
1500000US060855037081,Block Group 1; Census Tract 5037.08; Santa Clara County; California,101410,19621
1500000US060855037091,Block Group 1; Census Tract 5037.09; Santa Clara County; California,85990,38030
1500000US060855037092,Block Group 2; Census Tract 5037.09; Santa Clara County; California,42767,19273
1500000US060855037093,Block Group 3; Census Tract 5037.09; Santa Clara County; California,-,**
1500000US060855037101,Block Group 1; Census Tract 5037.10; Santa Clara County; California,50208,28256
1500000US060855037102,Block Group 2; Census Tract 5037.10; Santa Clara County; California,59279,20398
