STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,GEOIDFQ,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area,GEO_ID,NAME,B19013_001E,B19013_001M,Field5
6,85,501800,3,60855018003,1500000US060855018003,Block Group 3,G5030,S,270867,0,37.314918,-121.895525,0.021100879,2.75328E-05,1500000US060855018003,Block Group 3; Census Tract 5018; Santa Clara County; California,151346,108977,
6,85,501800,4,60855018004,1500000US060855018004,Block Group 4,G5030,S,389236,0,37.312820,-121.900010,0.027935121,3.95639E-05,1500000US060855018004,Block Group 4; Census Tract 5018; Santa Clara County; California,209688,79004,
6,85,502001,1,60855020011,1500000US060855020011,Block Group 1,G5030,S,179566,0,37.325164,-121.929376,0.01737985,1.82547E-05,1500000US060855020011,Block Group 1; Census Tract 5020.01; Santa Clara County; California,107750,105317,
6,85,502001,2,60855020012,1500000US060855020012,Block Group 2,G5030,S,319686,0,37.325220,-121.936373,0.024951579,3.24996E-05,1500000US060855020012,Block Group 2; Census Tract 5020.01; Santa Clara County; California,91786,21304,
6,85,502001,3,60855020013,1500000US060855020013,Block Group 3,G5030,S,507998,0,37.320317,-121.936049,0.029455402,5.16404E-05,1500000US060855020013,Block Group 3; Census Tract 5020.01; Santa Clara County; California,145125,51619,
6,85,502800,1,60855028001,1500000US060855028001,Block Group 1,G5030,S,721761,0,37.257788,-121.926735,0.034519832,7.33103E-05,1500000US060855028001,Block Group 1; Census Tract 5028; Santa Clara County; California,"250,000+",***,
6,85,502001,4,60855020014,1500000US060855020014,Block Group 4,G5030,S,326444,0,37.321595,-121.927246,0.025698079,3.31854E-05,1500000US060855020014,Block Group 4; Census Tract 5020.01; Santa Clara County; California,175292,65398,
6,85,502002,1,60855020021,1500000US060855020021,Block Group 1,G5030,S,138020,0,37.321556,-121.920885,0.015088895,1.40307E-05,1500000US060855020021,Block Group 1; Census Tract 5020.02; Santa Clara County; California,95491,45539,
6,85,502002,2,60855020022,1500000US060855020022,Block Group 2,G5030,S,179254,0,37.321548,-121.916689,0.02011986,1.82222E-05,1500000US060855020022,Block Group 2; Census Tract 5020.02; Santa Clara County; California,114152,33337,
6,85,502101,1,60855021011,1500000US060855021011,Block Group 1,G5030,S,726039,0,37.312736,-121.936422,0.041095462,7.37978E-05,1500000US060855021011,Block Group 1; Census Tract 5021.01; Santa Clara County; California,179663,49944,
6,85,502800,3,60855028003,1500000US060855028003,Block Group 3,G5030,S,487811,0,37.252474,-121.923633,0.035347979,4.95442E-05,1500000US060855028003,Block Group 3; Census Tract 5028; Santa Clara County; California,172692,81969,
6,85,502901,1,60855029011,1500000US060855029011,Block Group 1,G5030,S,574380,0,37.276260,-121.925141,0.037344561,5.83546E-05,1500000US060855029011,Block Group 1; Census Tract 5029.01; Santa Clara County; California,188423,62885,
6,85,502901,2,60855029012,1500000US060855029012,Block Group 2,G5030,S,462230,0,37.266048,-121.924572,0.032652174,4.69545E-05,1500000US060855029012,Block Group 2; Census Tract 5029.01; Santa Clara County; California,188352,32228,
6,85,502901,3,60855029013,1500000US060855029013,Block Group 3,G5030,S,380044,0,37.266810,-121.929073,0.030068446,3.86063E-05,1500000US060855029013,Block Group 3; Census Tract 5029.01; Santa Clara County; California,223214,54022,
6,85,502901,4,60855029014,1500000US060855029014,Block Group 4,G5030,S,465841,0,37.274420,-121.930091,0.029602002,4.73263E-05,1500000US060855029014,Block Group 4; Census Tract 5029.01; Santa Clara County; California,83385,36274,
6,85,502101,2,60855021012,1500000US060855021012,Block Group 2,G5030,S,295376,0,37.307265,-121.935396,0.022814737,3.00211E-05,1500000US060855021012,Block Group 2; Census Tract 5021.01; Santa Clara County; California,131875,38139,
6,85,502101,3,60855021013,1500000US060855021013,Block Group 3,G5030,S,893128,0,37.299988,-121.935914,0.037518306,9.07666E-05,1500000US060855021013,Block Group 3; Census Tract 5021.01; Santa Clara County; California,88144,45535,
6,85,502902,1,60855029021,1500000US060855029021,Block Group 1,G5030,S,916573,0,37.280185,-121.917694,0.040778576,9.31247E-05,1500000US060855029021,Block Group 1; Census Tract 5029.02; Santa Clara County; California,198229,64165,
6,85,502902,2,60855029022,1500000US060855029022,Block Group 2,G5030,S,806042,0,37.272522,-121.915867,0.044334955,8.18865E-05,1500000US060855029022,Block Group 2; Census Tract 5029.02; Santa Clara County; California,185179,96661,
6,85,502902,3,60855029023,1500000US060855029023,Block Group 3,G5030,S,905765,0,37.267856,-121.913411,0.052753066,9.20116E-05,1500000US060855029023,Block Group 3; Census Tract 5029.02; Santa Clara County; California,169722,99164,
6,85,502903,1,60855029031,1500000US060855029031,Block Group 1,G5030,S,853347,0,37.282675,-121.908390,0.036582005,8.6704E-05,1500000US060855029031,Block Group 1; Census Tract 5029.03; Santa Clara County; California,246528,57087,
6,85,512005,5,60855120055,1500000US060855120055,Block Group 5,G5030,S,754417,0,37.270538,-121.856403,0.035895047,7.66401E-05,1500000US060855120055,Block Group 5; Census Tract 5120.05; Santa Clara County; California,190469,43366,
6,85,502500,5,60855025005,1500000US060855025005,Block Group 5,G5030,S,250953,0,37.290495,-121.891799,0.020936615,2.55007E-05,1500000US060855025005,Block Group 5; Census Tract 5025; Santa Clara County; California,161186,44965,
6,85,507301,6,60855073016,1500000US060855073016,Block Group 6,G5030,S,1715805,0,37.258581,-122.006175,0.067713674,0.000174279,1500000US060855073016,Block Group 6; Census Tract 5073.01; Santa Clara County; California,248688,152055,
6,85,504318,1,60855043181,1500000US060855043181,Block Group 1,G5030,S,3395338,0,37.373138,-121.894308,0.112678961,0.00034539,1500000US060855043181,Block Group 1; Census Tract 5043.18; Santa Clara County; California,"250,000+",***,
6,85,504601,1,60855046011,1500000US060855046011,Block Group 1,G5030,S,18928787,8860135,37.442819,-122.086025,0.247586173,0.00282948,1500000US060855046011,Block Group 1; Census Tract 5046.01; Santa Clara County; California,93707,52546,
6,85,504507,1,60855045071,1500000US060855045071,Block Group 1,G5030,S,252184,0,37.437436,-121.916778,0.021590001,2.56751E-05,1500000US060855045071,Block Group 1; Census Tract 5045.07; Santa Clara County; California,136708,112988,
6,85,512602,1,60855126021,1500000US060855126021,Block Group 1,G5030,S,46174836,0,36.987932,-121.538836,0.403718913,0.00467364,1500000US060855126021,Block Group 1; Census Tract 5126.02; Santa Clara County; California,128790,33858,
6,85,507808,2,60855078082,1500000US060855078082,Block Group 2,G5030,S,374805,0,37.303297,-122.038250,0.031077956,3.80921E-05,1500000US060855078082,Block Group 2; Census Tract 5078.08; Santa Clara County; California,248156,48453,
6,85,502903,2,60855029032,1500000US060855029032,Block Group 2,G5030,S,465854,0,37.276468,-121.904126,0.031713233,4.73291E-05,1500000US060855029032,Block Group 2; Census Tract 5029.03; Santa Clara County; California,238424,56946,
6,85,502903,3,60855029033,1500000US060855029033,Block Group 3,G5030,S,563629,0,37.271967,-121.900764,0.030866386,5.72593E-05,1500000US060855029033,Block Group 3; Census Tract 5029.03; Santa Clara County; California,183875,96710,
6,85,502906,3,60855029063,1500000US060855029063,Block Group 3,G5030,S,603362,0,37.245190,-121.898831,0.043776969,6.12741E-05,1500000US060855029063,Block Group 3; Census Tract 5029.06; Santa Clara County; California,155714,91967,
6,85,503312,2,60855033122,1500000US060855033122,Block Group 2,G5030,S,14721389,0,37.348763,-121.762158,0.244777639,0.001497051,1500000US060855033122,Block Group 2; Census Tract 5033.12; Santa Clara County; California,184333,46563,
6,85,507600,1,60855076001,1500000US060855076001,Block Group 1,G5030,S,7825288,0,37.271938,-122.060911,0.177949,0.000794972,1500000US060855076001,Block Group 1; Census Tract 5076; Santa Clara County; California,209706,103645,
6,85,512200,1,60855122001,1500000US060855122001,Block Group 1,G5030,S,95567031,1762343,37.124207,-121.765627,0.636497557,0.009867837,1500000US060855122001,Block Group 1; Census Tract 5122; Santa Clara County; California,249236,59517,
6,85,512022,3,60855120223,1500000US060855120223,Block Group 3,G5030,S,230270,0,37.253938,-121.815210,0.019233086,2.33877E-05,1500000US060855120223,Block Group 3; Census Tract 5120.22; Santa Clara County; California,105100,24495,
6,85,506804,4,60855068044,1500000US060855068044,Block Group 4,G5030,S,278701,0,37.240106,-121.924722,0.024486838,2.83016E-05,1500000US060855068044,Block Group 4; Census Tract 5068.04; Santa Clara County; California,236250,43285,
6,85,503306,3,60855033063,1500000US060855033063,Block Group 3,G5030,S,206115,0,37.326037,-121.827752,0.021773444,2.0954E-05,1500000US060855033063,Block Group 3; Census Tract 5033.06; Santa Clara County; California,132885,61473,
6,85,502603,2,60855026032,1500000US060855026032,Block Group 2,G5030,S,351167,0,37.288814,-121.926675,0.028504467,3.5683E-05,1500000US060855026032,Block Group 2; Census Tract 5026.03; Santa Clara County; California,197750,133263,
6,85,509801,2,60855098012,1500000US060855098012,Block Group 2,G5030,S,273768,0,37.390242,-122.100771,0.024786571,2.78549E-05,1500000US060855098012,Block Group 2; Census Tract 5098.01; Santa Clara County; California,200398,157362,
6,85,512402,1,60855124021,1500000US060855124021,Block Group 1,G5030,S,6005650,0,37.078588,-121.599701,0.172187513,0.000608647,1500000US060855124021,Block Group 1; Census Tract 5124.02; Santa Clara County; California,90969,85247,
6,85,507100,1,60855071001,1500000US060855071001,Block Group 1,G5030,S,980316,206446,37.238092,-121.973612,0.091982085,0.000120511,1500000US060855071001,Block Group 1; Census Tract 5071; Santa Clara County; California,198750,126420,
6,85,505303,2,60855053032,1500000US060855053032,Block Group 2,G5030,S,352041,0,37.355537,-121.962171,0.024561747,3.58031E-05,1500000US060855053032,Block Group 2; Census Tract 5053.03; Santa Clara County; California,115909,74010,
6,85,502202,1,60855022021,1500000US060855022021,Block Group 1,G5030,S,375174,0,37.296606,-121.926651,0.026938466,3.81263E-05,1500000US060855022021,Block Group 1; Census Tract 5022.02; Santa Clara County; California,104323,22171,
6,85,502202,2,60855022022,1500000US060855022022,Block Group 2,G5030,S,472888,0,37.300208,-121.917665,0.039466239,4.80587E-05,1500000US060855022022,Block Group 2; Census Tract 5022.02; Santa Clara County; California,165273,84401,
6,85,502907,1,60855029071,1500000US060855029071,Block Group 1,G5030,S,574546,0,37.266595,-121.898575,0.032043843,5.83641E-05,1500000US060855029071,Block Group 1; Census Tract 5029.07; Santa Clara County; California,199375,39442,
6,85,502907,2,60855029072,1500000US060855029072,Block Group 2,G5030,S,677005,0,37.260549,-121.896185,0.03324832,6.8767E-05,1500000US060855029072,Block Group 2; Census Tract 5029.07; Santa Clara County; California,218056,100231,
6,85,502908,1,60855029081,1500000US060855029081,Block Group 1,G5030,S,624495,0,37.263444,-121.911738,0.044981139,6.34357E-05,1500000US060855029081,Block Group 1; Census Tract 5029.08; Santa Clara County; California,121469,53582,
6,85,505100,2,60855051002,1500000US060855051002,Block Group 2,G5030,S,4952236,0,37.361912,-121.928130,0.108145029,0.000503691,1500000US060855051002,Block Group 2; Census Tract 5051; Santa Clara County; California,-,**,
6,85,505202,3,60855052023,1500000US060855052023,Block Group 3,G5030,S,285040,0,37.358090,-121.956453,0.022539107,2.899E-05,1500000US060855052023,Block Group 3; Census Tract 5052.02; Santa Clara County; California,118603,73578,
6,85,507904,1,60855079041,1500000US060855079041,Block Group 1,G5030,S,575256,0,37.306040,-122.000346,0.03135947,5.84664E-05,1500000US060855079041,Block Group 1; Census Tract 5079.04; Santa Clara County; California,"250,000+",***,
6,85,504308,2,60855043082,1500000US060855043082,Block Group 2,G5030,S,6777228,0,37.403849,-121.814185,0.185981891,0.00068969,1500000US060855043082,Block Group 2; Census Tract 5043.08; Santa Clara County; California,-,**,
6,85,504202,2,60855042022,1500000US060855042022,Block Group 2,G5030,S,12329906,0,37.376432,-121.788782,0.334937996,0.001254311,1500000US060855042022,Block Group 2; Census Tract 5042.02; Santa Clara County; California,139250,30556,
6,85,503331,1,60855033311,1500000US060855033311,Block Group 1,G5030,S,1033048,0,37.294879,-121.756959,0.075166598,0.000104979,1500000US060855033311,Block Group 1; Census Tract 5033.31; Santa Clara County; California,98409,30039,
6,85,503217,2,60855032172,1500000US060855032172,Block Group 2,G5030,S,234517,0,37.286472,-121.831021,0.020957827,2.38292E-05,1500000US060855032172,Block Group 2; Census Tract 5032.17; Santa Clara County; California,-,**,
6,85,511400,2,60855114002,1500000US060855114002,Block Group 2,G5030,S,439911,0,37.437211,-122.144904,0.029714082,4.47875E-05,1500000US060855114002,Block Group 2; Census Tract 5114; Santa Clara County; California,"250,000+",***,
6,85,504802,3,60855048023,1500000US060855048023,Block Group 3,G5030,S,475484,0,37.392501,-121.991438,0.028850214,4.83808E-05,1500000US060855048023,Block Group 3; Census Tract 5048.02; Santa Clara County; California,119269,13563,
6,85,506803,4,60855068034,1500000US060855068034,Block Group 4,G5030,S,305796,0,37.237558,-121.909426,0.03184018,3.1052E-05,1500000US060855068034,Block Group 4; Census Tract 5068.03; Santa Clara County; California,106023,89575,
6,85,504308,1,60855043081,1500000US060855043081,Block Group 1,G5030,S,10711599,1413,37.416192,-121.827612,0.195718034,0.001090429,1500000US060855043081,Block Group 1; Census Tract 5043.08; Santa Clara County; California,208929,86786,
6,85,509303,3,60855093033,1500000US060855093033,Block Group 3,G5030,S,133414,0,37.406516,-122.092596,0.016423559,1.35774E-05,1500000US060855093033,Block Group 3; Census Tract 5093.03; Santa Clara County; California,185962,77398,
6,85,507301,2,60855073012,1500000US060855073012,Block Group 2,G5030,S,1356644,0,37.267565,-122.007227,0.075207263,0.000137814,1500000US060855073012,Block Group 2; Census Tract 5073.01; Santa Clara County; California,235683,102690,
6,85,505301,3,60855053013,1500000US060855053013,Block Group 3,G5030,S,311820,0,37.366014,-121.980672,0.030177263,3.1717E-05,1500000US060855053013,Block Group 3; Census Tract 5053.01; Santa Clara County; California,133625,103199,
6,85,502202,3,60855022023,1500000US060855022023,Block Group 3,G5030,S,267332,0,37.296247,-121.917248,0.022141059,2.71668E-05,1500000US060855022023,Block Group 3; Census Tract 5022.02; Santa Clara County; California,78750,53169,
6,85,502302,2,60855023022,1500000US060855023022,Block Group 2,G5030,S,328207,0,37.308556,-121.910637,0.033534862,3.33588E-05,1500000US060855023022,Block Group 2; Census Tract 5023.02; Santa Clara County; California,122083,10863,
6,85,502302,1,60855023021,1500000US060855023021,Block Group 1,G5030,S,345988,0,37.308094,-121.906237,0.026633362,3.51655E-05,1500000US060855023021,Block Group 1; Census Tract 5023.02; Santa Clara County; California,146250,66803,
6,85,502908,2,60855029082,1500000US060855029082,Block Group 2,G5030,S,859764,0,37.255582,-121.906576,0.041370589,8.73248E-05,1500000US060855029082,Block Group 2; Census Tract 5029.08; Santa Clara County; California,218810,111133,
6,85,502908,3,60855029083,1500000US060855029083,Block Group 3,G5030,S,595225,0,37.260401,-121.908588,0.043651042,6.04599E-05,1500000US060855029083,Block Group 3; Census Tract 5029.08; Santa Clara County; California,183424,92745,
6,85,502909,1,60855029091,1500000US060855029091,Block Group 1,G5030,S,358246,0,37.253803,-121.893113,0.041478634,3.63858E-05,1500000US060855029091,Block Group 1; Census Tract 5029.09; Santa Clara County; California,141172,12360,
6,85,502909,2,60855029092,1500000US060855029092,Block Group 2,G5030,S,270843,0,37.255245,-121.889929,0.023455367,2.75088E-05,1500000US060855029092,Block Group 2; Census Tract 5029.09; Santa Clara County; California,143304,55894,
6,85,502909,3,60855029093,1500000US060855029093,Block Group 3,G5030,S,350256,0,37.257044,-121.886042,0.025542585,3.55756E-05,1500000US060855029093,Block Group 3; Census Tract 5029.09; Santa Clara County; California,98667,64349,
6,85,502909,4,60855029094,1500000US060855029094,Block Group 4,G5030,S,311453,0,37.260104,-121.880396,0.023726954,3.16357E-05,1500000US060855029094,Block Group 4; Census Tract 5029.09; Santa Clara County; California,88511,10964,
6,85,502910,4,60855029104,1500000US060855029104,Block Group 4,G5030,S,220331,0,37.256520,-121.879385,0.020297022,2.2379E-05,1500000US060855029104,Block Group 4; Census Tract 5029.10; Santa Clara County; California,84858,17784,
6,85,512401,1,60855124011,1500000US060855124011,Block Group 1,G5030,S,21846855,9155,37.070919,-121.632091,0.25184435,0.002214385,1500000US060855124011,Block Group 1; Census Tract 5124.01; Santa Clara County; California,245795,41675,
6,85,512305,2,60855123052,1500000US060855123052,Block Group 2,G5030,S,8160989,0,37.107428,-121.667589,0.175641434,0.000827303,1500000US060855123052,Block Group 2; Census Tract 5123.05; Santa Clara County; California,209531,73263,
6,85,501000,5,60855010005,1500000US060855010005,Block Group 5,G5030,S,164382,0,37.341161,-121.884232,0.016633087,1.67147E-05,1500000US060855010005,Block Group 5; Census Tract 5010; Santa Clara County; California,177857,148147,
6,85,504202,1,60855042021,1500000US060855042021,Block Group 1,G5030,S,2160168,0,37.383669,-121.806822,0.0818674,0.000219773,1500000US060855042021,Block Group 1; Census Tract 5042.02; Santa Clara County; California,199375,75783,
6,85,506103,2,60855061032,1500000US060855061032,Block Group 2,G5030,S,294467,0,37.326428,-121.984593,0.02445661,2.99362E-05,1500000US060855061032,Block Group 2; Census Tract 5061.03; Santa Clara County; California,221250,132279,
6,85,507203,2,60855072032,1500000US060855072032,Block Group 2,G5030,S,899736,0,37.246652,-121.968448,0.059401727,9.13742E-05,1500000US060855072032,Block Group 2; Census Tract 5072.03; Santa Clara County; California,"250,000+",***,
6,85,507206,1,60855072061,1500000US060855072061,Block Group 1,G5030,S,1994668,0,37.246541,-121.985685,0.09876902,0.000202572,1500000US060855072061,Block Group 1; Census Tract 5072.06; Santa Clara County; California,"250,000+",***,
6,85,507301,5,60855073015,1500000US060855073015,Block Group 5,G5030,S,2706029,0,37.252979,-122.000191,0.094215273,0.000274838,1500000US060855073015,Block Group 5; Census Tract 5073.01; Santa Clara County; California,236929,46191,
6,85,507302,2,60855073022,1500000US060855073022,Block Group 2,G5030,S,3430900,0,37.234680,-122.016798,0.144130835,0.000348376,1500000US060855073022,Block Group 2; Census Tract 5073.02; Santa Clara County; California,"250,000+",***,
6,85,507600,4,60855076004,1500000US060855076004,Block Group 4,G5030,S,2387365,0,37.258910,-122.045666,0.080248915,0.000242492,1500000US060855076004,Block Group 4; Census Tract 5076; Santa Clara County; California,"250,000+",***,
6,85,508301,3,60855083013,1500000US060855083013,Block Group 3,G5030,S,691667,0,37.344686,-122.052577,0.038554482,7.03332E-05,1500000US060855083013,Block Group 3; Census Tract 5083.01; Santa Clara County; California,241563,60340,
6,85,508508,2,60855085082,1500000US060855085082,Block Group 2,G5030,S,343806,0,37.364301,-121.999299,0.023714242,3.49695E-05,1500000US060855085082,Block Group 2; Census Tract 5085.08; Santa Clara County; California,205625,63179,
6,85,509106,3,60855091063,1500000US060855091063,Block Group 3,G5030,S,312929,0,37.374569,-122.051712,0.024010301,3.18332E-05,1500000US060855091063,Block Group 3; Census Tract 5091.06; Santa Clara County; California,138409,52334,
6,85,510300,2,60855103002,1500000US060855103002,Block Group 2,G5030,S,726383,0,37.376472,-122.113039,0.046721044,7.38945E-05,1500000US060855103002,Block Group 2; Census Tract 5103; Santa Clara County; California,"250,000+",***,
6,85,510500,2,60855105002,1500000US060855105002,Block Group 2,G5030,S,910723,0,37.395549,-122.123687,0.058429173,9.26704E-05,1500000US060855105002,Block Group 2; Census Tract 5105; Santa Clara County; California,-,**,
6,85,511800,1,60855118001,1500000US060855118001,Block Group 1,G5030,S,21428311,666832,37.184353,-122.007835,0.282203195,0.002242092,1500000US060855118001,Block Group 1; Census Tract 5118; Santa Clara County; California,237375,32077,
6,85,511800,3,60855118003,1500000US060855118003,Block Group 3,G5030,S,113040274,1380288,37.154059,-121.905905,0.578555644,0.011606371,1500000US060855118003,Block Group 3; Census Tract 5118; Santa Clara County; California,122378,25102,
6,85,511911,2,60855119112,1500000US060855119112,Block Group 2,G5030,S,25182228,1503649,37.178656,-121.802790,0.377012415,0.002708041,1500000US060855119112,Block Group 2; Census Tract 5119.11; Santa Clara County; California,149250,49966,
6,85,512001,3,60855120013,1500000US060855120013,Block Group 3,G5030,S,4401018,0,37.272542,-121.792513,0.123148029,0.000447104,1500000US060855120013,Block Group 3; Census Tract 5120.01; Santa Clara County; California,175156,67433,
6,85,512029,4,60855120294,1500000US060855120294,Block Group 4,G5030,S,557728,0,37.245472,-121.811188,0.035544021,5.66401E-05,1500000US060855120294,Block Group 4; Census Tract 5120.29; Santa Clara County; California,183288,91259,
6,85,512305,1,60855123051,1500000US060855123051,Block Group 1,G5030,S,8579441,40931,37.139502,-121.689582,0.143643056,0.000874215,1500000US060855123051,Block Group 1; Census Tract 5123.05; Santa Clara County; California,231250,35625,
6,85,512402,3,60855124023,1500000US060855124023,Block Group 3,G5030,S,5371430,0,37.084569,-121.581600,0.096002251,0.000544357,1500000US060855124023,Block Group 3; Census Tract 5124.02; Santa Clara County; California,162828,38161,
6,85,512602,2,60855126022,1500000US060855126022,Block Group 2,G5030,S,51009075,26244,37.040598,-121.488980,0.394848893,0.005168419,1500000US060855126022,Block Group 2; Census Tract 5126.02; Santa Clara County; California,177604,37426,
6,85,500100,1,60855001001,1500000US060855001001,Block Group 1,G5030,S,767709,0,37.360040,-121.897833,0.036067643,7.80815E-05,1500000US060855001001,Block Group 1; Census Tract 5001; Santa Clara County; California,98712,50634,
6,85,500100,2,60855001002,1500000US060855001002,Block Group 2,G5030,S,272605,0,37.360332,-121.888092,0.021812989,2.77258E-05,1500000US060855001002,Block Group 2; Census Tract 5001; Santa Clara County; California,123456,94710,
6,85,502400,7,60855024007,1500000US060855024007,Block Group 7,G5030,S,394718,0,37.311701,-121.888541,0.02615422,4.01201E-05,1500000US060855024007,Block Group 7; Census Tract 5024; Santa Clara County; California,"250,000+",***,
6,85,502400,3,60855024003,1500000US060855024003,Block Group 3,G5030,S,271922,0,37.300372,-121.891742,0.029881842,2.76349E-05,1500000US060855024003,Block Group 3; Census Tract 5024; Santa Clara County; California,-,**,
6,85,502400,4,60855024004,1500000US060855024004,Block Group 4,G5030,S,319884,0,37.303878,-121.892401,0.024394667,3.25107E-05,1500000US060855024004,Block Group 4; Census Tract 5024; Santa Clara County; California,"250,000+",***,
6,85,502400,6,60855024006,1500000US060855024006,Block Group 6,G5030,S,485432,0,37.307993,-121.895442,0.030957296,4.93385E-05,1500000US060855024006,Block Group 6; Census Tract 5024; Santa Clara County; California,197837,85844,
6,85,500100,3,60855001003,1500000US060855001003,Block Group 3,G5030,S,351713,0,37.358999,-121.883456,0.033245189,3.57712E-05,1500000US060855001003,Block Group 3; Census Tract 5001; Santa Clara County; California,103137,97663,
6,85,500100,4,60855001004,1500000US060855001004,Block Group 4,G5030,S,530093,0,37.354941,-121.893987,0.03128032,5.39107E-05,1500000US060855001004,Block Group 4; Census Tract 5001; Santa Clara County; California,189167,43039,
6,85,500200,1,60855002001,1500000US060855002001,Block Group 1,G5030,S,908900,0,37.353553,-121.904275,0.046959937,9.24342E-05,1500000US060855002001,Block Group 1; Census Tract 5002; Santa Clara County; California,86447,70501,
6,85,500200,2,60855002002,1500000US060855002002,Block Group 2,G5030,S,113354,0,37.350098,-121.906561,0.013477463,1.15275E-05,1500000US060855002002,Block Group 2; Census Tract 5002; Santa Clara County; California,-,**,
6,85,500200,3,60855002003,1500000US060855002003,Block Group 3,G5030,S,309982,0,37.347398,-121.898835,0.026814329,3.15223E-05,1500000US060855002003,Block Group 3; Census Tract 5002; Santa Clara County; California,121731,33231,
6,85,502400,2,60855024002,1500000US060855024002,Block Group 2,G5030,S,316809,0,37.300290,-121.898691,0.023363106,3.21966E-05,1500000US060855024002,Block Group 2; Census Tract 5024; Santa Clara County; California,"250,000+",***,
6,85,502400,1,60855024001,1500000US060855024001,Block Group 1,G5030,S,308167,0,37.297402,-121.902853,0.029243832,3.13171E-05,1500000US060855024001,Block Group 1; Census Tract 5024; Santa Clara County; California,"250,000+",***,
6,85,502500,1,60855025001,1500000US060855025001,Block Group 1,G5030,S,306943,0,37.299241,-121.884025,0.022338142,3.11936E-05,1500000US060855025001,Block Group 1; Census Tract 5025; Santa Clara County; California,"250,000+",***,
6,85,504507,2,60855045072,1500000US060855045072,Block Group 2,G5030,S,527343,0,37.440906,-121.911842,0.038132103,5.36916E-05,1500000US060855045072,Block Group 2; Census Tract 5045.07; Santa Clara County; California,104167,46805,
6,85,504507,4,60855045074,1500000US060855045074,Block Group 4,G5030,S,645583,0,37.430802,-121.914263,0.032632041,6.57215E-05,1500000US060855045074,Block Group 4; Census Tract 5045.07; Santa Clara County; California,159500,39021,
6,85,504102,2,60855041022,1500000US060855041022,Block Group 2,G5030,S,368026,0,37.360641,-121.816748,0.028441895,3.74311E-05,1500000US060855041022,Block Group 2; Census Tract 5041.02; Santa Clara County; California,140486,65727,
6,85,504102,3,60855041023,1500000US060855041023,Block Group 3,G5030,S,328159,0,37.362797,-121.820278,0.027342319,3.33776E-05,1500000US060855041023,Block Group 3; Census Tract 5041.02; Santa Clara County; California,93787,17867,
6,85,504201,2,60855042012,1500000US060855042012,Block Group 2,G5030,S,613770,0,37.381271,-121.821879,0.037040236,6.24421E-05,1500000US060855042012,Block Group 2; Census Tract 5042.01; Santa Clara County; California,233594,125214,
6,85,504201,3,60855042013,1500000US060855042013,Block Group 3,G5030,S,673454,0,37.375010,-121.813782,0.048088263,6.85085E-05,1500000US060855042013,Block Group 3; Census Tract 5042.01; Santa Clara County; California,149750,103885,
6,85,504802,1,60855048021,1500000US060855048021,Block Group 1,G5030,S,963883,0,37.405476,-121.991200,0.040061051,9.80923E-05,1500000US060855048021,Block Group 1; Census Tract 5048.02; Santa Clara County; California,135500,26826,
6,85,504802,2,60855048022,1500000US060855048022,Block Group 2,G5030,S,391392,0,37.397451,-121.990793,0.028560571,3.98268E-05,1500000US060855048022,Block Group 2; Census Tract 5048.02; Santa Clara County; California,214500,162469,
6,85,504805,1,60855048051,1500000US060855048051,Block Group 1,G5030,S,522111,0,37.400995,-122.002244,0.040911483,5.31307E-05,1500000US060855048051,Block Group 1; Census Tract 5048.05; Santa Clara County; California,145855,36259,
6,85,503207,1,60855032071,1500000US060855032071,Block Group 1,G5030,S,852053,0,37.294064,-121.813900,0.058955506,8.65852E-05,1500000US060855032071,Block Group 1; Census Tract 5032.07; Santa Clara County; California,129167,61386,
6,85,503207,2,60855032072,1500000US060855032072,Block Group 2,G5030,S,437947,0,37.295285,-121.818533,0.031290738,4.45047E-05,1500000US060855032072,Block Group 2; Census Tract 5032.07; Santa Clara County; California,129038,28853,
6,85,503208,1,60855032081,1500000US060855032081,Block Group 1,G5030,S,254924,0,37.278080,-121.817707,0.026379103,2.58998E-05,1500000US060855032081,Block Group 1; Census Tract 5032.08; Santa Clara County; California,122375,34456,
6,85,503327,1,60855033271,1500000US060855033271,Block Group 1,G5030,S,357646,0,37.309182,-121.797355,0.027891684,3.6351E-05,1500000US060855033271,Block Group 1; Census Tract 5033.27; Santa Clara County; California,242361,39785,
6,85,503327,2,60855033272,1500000US060855033272,Block Group 2,G5030,S,463254,0,37.310063,-121.791947,0.030247077,4.70855E-05,1500000US060855033272,Block Group 2; Census Tract 5033.27; Santa Clara County; California,205833,84904,
6,85,503327,3,60855033273,1500000US060855033273,Block Group 3,G5030,S,619382,0,37.305836,-121.781310,0.057271399,6.29512E-05,1500000US060855033273,Block Group 3; Census Tract 5033.27; Santa Clara County; California,81800,42873,
6,85,503401,1,60855034011,1500000US060855034011,Block Group 1,G5030,S,336814,0,37.335893,-121.844097,0.032755016,3.42457E-05,1500000US060855034011,Block Group 1; Census Tract 5034.01; Santa Clara County; California,99792,34743,
6,85,503401,2,60855034012,1500000US060855034012,Block Group 2,G5030,S,226769,0,37.333414,-121.841018,0.021591975,2.3056E-05,1500000US060855034012,Block Group 2; Census Tract 5034.01; Santa Clara County; California,127625,35690,
